Training,TRA,TRT,TRS,TRR,TRC,TRB,TRL,TRD
0.027965,0.84946,0.32326,0.84783,0.71429,0.83582,0.73171,0.03286,0.00000
0.638068,0.44086,0.03256,0.43478,0.69643,0.83582,0.78049,0.01097,0.60417
0.018273,0.76344,0.19302,0.76087,0.71429,0.83582,0.63415,0.00299,0.66667
0.053305,0.13978,0.09070,0.14130,0.16071,1.00000,0.29268,0.00355,0.90625
0.028469,0.84946,0.46744,0.84783,0.71429,0.83582,0.73171,0.00084,0.02083
0.036506,0.89247,0.02791,0.95652,0.71429,1.00000,0.73171,0.00342,0.40625
0.101763,0.90323,0.46977,0.96739,0.71429,1.00000,0.73171,0.17194,0.35417
0.029782,0.70968,0.07209,0.71739,0.71429,0.50746,0.63415,0.00060,0.60417
0.068095,0.52688,0.12326,0.53261,0.48214,0.67164,0.60976,0.02175,0.07292
0.416139,0.84946,0.11628,0.84783,0.83929,0.50746,0.87805,0.02617,0.66667
0.031135,0.95699,0.03256,0.98913,0.71429,1.00000,0.73171,0.00351,0.36458
0.042250,0.67742,0.08605,0.67391,0.60714,0.83582,0.56098,0.00311,0.97917
0.019216,0.92473,0.10930,0.97826,0.60714,1.00000,0.68293,0.00140,0.88542
0.032992,0.96774,0.05116,0.98913,0.71429,1.00000,0.73171,0.00284,0.33333
0.042805,0.52688,0.18605,0.53261,0.71429,0.67164,0.80488,0.00096,0.04167
0.020595,0.81720,0.48372,0.82609,0.60714,0.83582,0.43902,0.00131,0.09375
0.035415,0.95699,0.03488,0.98913,0.71429,1.00000,0.73171,0.00523,0.31250
0.040534,0.97849,0.05116,1.00000,0.69643,0.00000,0.78049,0.00434,0.08333
0.017566,0.90323,0.62326,0.96739,0.71429,0.67164,0.73171,0.00370,0.67708
0.053870,0.92473,0.30000,0.97826,0.71429,1.00000,0.73171,0.00294,0.36458
0.023486,0.96774,0.21163,0.96739,0.48214,1.00000,0.48780,0.00130,0.93750
0.055140,0.83871,0.05349,0.84783,0.35714,0.83582,0.29268,0.05127,0.07292
0.027684,0.56989,0.17209,0.57609,0.48214,0.83582,0.48780,0.04972,0.90625
0.015749,0.84946,0.20000,0.84783,0.71429,0.67164,0.73171,0.00084,0.04167
0.055929,0.81720,0.33023,0.82609,0.71429,0.83582,0.51220,0.01326,0.06250
0.028469,0.97849,0.79767,0.98913,0.89286,1.00000,0.90244,0.00370,0.08333
0.005553,0.98925,0.56279,1.00000,0.71429,0.67164,0.63415,0.01040,0.90625
0.046520,0.90323,0.03256,0.96739,0.60714,1.00000,0.68293,0.02426,0.02083
0.036667,0.92473,0.02326,0.97826,0.71429,1.00000,0.73171,0.00246,0.33333
0.061987,0.94624,0.53721,0.97826,0.71429,1.00000,0.63415,0.00848,0.04167
0.039777,0.96774,0.05814,0.98913,0.71429,1.00000,0.73171,0.00189,0.39583
0.022412,0.69892,0.19070,0.69565,0.71429,0.67164,0.73171,0.00824,0.63542
0.051386,0.88172,0.17442,0.88043,0.48214,1.00000,0.48780,0.06560,0.03125
0.013528,0.98925,0.02326,1.00000,0.71429,0.67164,0.63415,0.00052,0.60417
0.329317,0.60215,0.08837,0.60870,0.60714,0.67164,0.68293,0.11427,0.05208
0.051304,0.82796,0.02791,0.82609,0.35714,0.83582,0.29268,0.05075,0.07292
0.101158,0.96774,0.23488,0.98913,0.71429,0.67164,0.73171,0.00084,0.90625
0.049589,0.88172,0.05116,0.95652,0.71429,1.00000,0.73171,0.01795,0.08333
0.032306,0.87097,0.08372,0.95652,0.48214,1.00000,0.60976,0.02999,0.62500
0.024229,0.92473,0.10698,0.97826,0.48214,1.00000,0.48780,0.02163,0.22917
0.017364,0.98925,0.17209,1.00000,0.83929,0.83582,0.70732,0.00108,0.06250
0.120917,0.84946,0.15581,0.94565,0.83929,1.00000,0.78049,0.00166,0.01042
0.028946,0.83871,0.24884,0.94565,0.71429,1.00000,0.51220,0.00609,0.03125
0.631215,0.92473,0.05116,0.97826,0.71429,0.67164,0.19512,0.01909,0.05208
0.032011,0.22581,0.13256,0.22826,0.48214,0.67164,0.19512,0.02312,0.88542
0.049012,0.83871,0.09070,0.83696,0.35714,0.83582,0.29268,0.03211,0.06250
0.026517,0.86022,0.03256,0.95652,0.71429,0.83582,0.19512,0.00020,0.11458
0.007370,0.86022,0.55116,0.94565,0.71429,0.83582,0.19512,0.00884,0.97917
0.028621,0.52688,0.19302,0.52174,0.48214,0.83582,0.36585,0.00179,0.01042
0.246802,0.32258,0.06512,0.32609,0.60714,0.83582,0.43902,0.02128,0.00000
0.044259,0.91398,0.31628,0.96739,0.44643,1.00000,0.51220,0.00447,0.41667
0.022008,0.90323,0.04186,0.96739,0.60714,0.67164,0.43902,0.00590,0.02083
0.006897,0.98925,0.50698,1.00000,0.80357,0.83582,0.85366,0.00774,0.10417
0.084760,0.83871,0.15581,0.94565,0.48214,0.67164,0.36585,0.06554,0.41667
0.064814,0.81720,0.38837,0.82609,0.89286,0.83582,0.95122,0.00227,0.07292
0.027638,0.98925,0.06744,1.00000,0.71429,1.00000,0.80488,0.00060,0.97917
0.077534,0.84946,0.22326,0.84783,0.71429,0.67164,0.73171,0.00108,0.89583
0.056979,0.88172,0.08837,0.95652,0.44643,0.83582,0.36585,0.00055,0.60417
0.058756,0.88172,0.16279,0.95652,0.60714,0.67164,0.56098,0.01541,0.11458
0.011711,0.95699,0.65581,0.98913,0.48214,0.83582,0.60976,0.00036,0.90625
0.186970,0.94624,0.25581,0.97826,0.44643,1.00000,0.07317,0.00275,0.04167
0.022109,0.84946,0.24651,0.84783,0.71429,0.67164,0.73171,0.03573,0.06250
0.052699,0.81720,0.61395,0.82609,0.89286,0.83582,0.90244,0.00131,0.03125
0.041493,0.59140,0.13953,0.59783,0.71429,0.83582,0.51220,0.00233,0.05208
0.028873,0.86022,0.27907,0.94565,0.71429,0.67164,0.63415,0.02629,0.07292
0.004038,0.84946,0.93023,0.94565,0.71429,1.00000,0.73171,0.00036,0.09375
0.013326,0.92473,0.79302,0.97826,0.60714,1.00000,0.75610,0.00084,0.06250
0.033800,0.91398,0.04186,0.96739,0.71429,1.00000,0.73171,0.00284,0.40625
0.251783,0.93548,0.18837,0.97826,0.60714,1.00000,0.68293,0.59063,0.04167
0.012014,0.84946,0.30698,0.84783,0.71429,0.67164,0.73171,0.00131,0.37500
0.031819,0.94624,0.21628,0.95652,0.35714,0.83582,0.29268,0.00243,0.08333
0.030551,1.00000,0.27209,1.00000,0.60714,1.00000,0.56098,0.00286,0.05208
0.062492,0.84946,0.39070,0.84783,0.71429,0.83582,0.73171,0.12893,0.95833
0.022850,0.90323,0.41860,0.91304,0.71429,1.00000,0.63415,0.00219,0.66667
0.119531,0.91398,0.04651,0.96739,0.30357,0.67164,0.29268,0.00705,0.00000
0.006605,0.90323,0.52326,0.96739,0.60714,0.83582,0.09756,0.00727,0.94792
0.193633,0.81720,0.32326,0.82609,0.89286,0.83582,0.90244,0.02808,0.65625
0.019989,0.81720,0.56977,0.82609,0.89286,0.83582,0.90244,0.00562,0.62500
0.067782,0.90323,0.10000,0.96739,0.71429,0.67164,0.80488,0.00088,0.65625
0.037919,0.97849,0.33721,1.00000,0.44643,1.00000,0.51220,0.00428,0.42708
0.595638,0.52688,0.05349,0.53261,0.48214,0.83582,0.36585,1.00000,0.10417
0.020595,0.88172,0.42093,0.95652,0.71429,0.67164,0.73171,0.00036,0.58333
0.035577,0.97849,0.01860,1.00000,0.44643,1.00000,0.51220,0.00332,0.41667
0.025441,0.89247,0.46512,0.96739,0.44643,0.67164,0.51220,0.00036,0.09375
0.054072,0.88172,0.31163,0.95652,0.71429,1.00000,0.73171,0.00304,0.42708
0.027817,0.52688,0.05814,0.54348,0.60714,0.67164,0.68293,0.01800,0.59375
0.034850,0.91398,0.37442,0.96739,0.71429,1.00000,0.73171,0.00265,0.35417
0.024734,0.68817,0.46744,0.69565,0.83929,1.00000,0.58537,0.00251,0.01042
0.057747,0.81720,0.55349,0.82609,0.89286,0.83582,0.90244,0.00418,0.68750
0.029832,0.91398,0.10698,0.96739,0.71429,0.67164,0.73171,0.00072,0.03125
0.014538,0.98925,0.71163,1.00000,0.60714,1.00000,0.68293,0.00036,0.40625
0.095908,0.92473,0.23953,0.97826,0.71429,0.67164,0.73171,0.03047,0.38542
0.043411,1.00000,0.47674,1.00000,0.44643,1.00000,0.51220,0.00036,0.03125
0.038000,0.92473,0.04884,0.97826,0.71429,1.00000,0.73171,0.00284,0.31250
0.016153,0.83871,0.56744,0.94565,0.71429,1.00000,0.63415,0.01422,0.10417
0.027151,0.52688,0.21163,0.53261,0.60714,0.67164,0.56098,0.01409,0.02083
0.040602,0.68817,0.14651,0.68478,0.35714,0.83582,0.29268,0.03512,0.04167
0.068953,0.29032,0.11628,0.29348,0.89286,0.83582,0.90244,0.00170,0.06250
0.017364,0.90323,0.16047,0.90217,0.60714,0.67164,0.29268,0.00362,0.03125
0.074101,0.81720,0.34651,0.82609,0.60714,0.83582,0.43902,0.00275,0.36458
0.058581,0.06452,0.11628,0.05435,0.60714,0.67164,0.43902,0.01182,0.37500
0.021605,0.81720,0.39070,0.82609,0.60714,0.83582,0.68293,0.00466,0.03125
0.050102,0.60215,0.18140,0.60870,0.71429,0.67164,0.63415,0.00770,0.94792
0.043411,0.91398,0.30233,0.96739,0.83929,0.67164,0.80488,0.00036,0.39583
0.048616,0.84946,0.07209,0.84783,0.35714,0.83582,0.29268,0.03280,0.06250
0.043679,0.87097,0.07674,0.86957,0.83929,0.67164,0.70732,0.02394,0.10417
0.015345,0.91398,0.65814,0.96739,0.83929,0.83582,0.80488,0.00275,0.07292
0.030650,0.98925,0.02093,1.00000,0.71429,1.00000,0.73171,0.00313,0.41667
0.059261,0.62366,0.17907,0.63043,0.71429,0.50746,0.73171,0.00625,0.02083
0.035435,1.00000,0.03256,1.00000,0.71429,0.67164,0.63415,0.00036,0.92708
0.021403,0.98925,0.38372,1.00000,0.71429,0.67164,0.73171,0.01995,0.96875
0.017144,0.90323,0.31395,0.96739,0.60714,1.00000,0.56098,0.00035,0.63542
0.042199,0.84946,0.18372,0.84783,0.71429,0.67164,0.63415,0.03549,0.93750
0.018051,0.88172,0.43721,0.95652,0.71429,0.67164,0.73171,0.00045,0.36458
0.043815,0.82796,0.04186,0.83696,0.71429,0.83582,0.51220,0.00323,0.02083
0.000202,0.94624,0.04651,0.98913,0.71429,0.67164,0.73171,0.00060,0.05208
0.014301,0.70968,0.19535,0.70652,0.89286,0.25373,0.90244,0.00108,0.64583
0.082986,0.81720,0.31860,0.82609,0.71429,1.00000,0.51220,0.00179,0.63542
0.027193,0.33333,0.20000,0.33696,0.80357,0.25373,0.85366,0.00627,0.08333
0.018844,0.93548,0.10233,0.94565,0.80357,0.00000,0.85366,0.00155,0.10417
0.053708,0.81720,0.62326,0.82609,0.89286,0.83582,0.90244,0.00036,0.01042
0.819962,0.96774,0.10698,0.97826,0.83929,1.00000,0.80488,0.00036,0.66667
0.022412,0.93548,0.39535,0.97826,0.71429,1.00000,0.63415,0.00108,0.00000
0.080966,0.92473,0.19767,0.97826,0.60714,0.67164,0.56098,0.00023,0.90625
0.053339,0.83871,0.07674,0.83696,0.35714,0.83582,0.29268,0.03793,0.03125
0.044723,0.76344,0.24651,0.76087,0.71429,0.83582,0.73171,0.00096,0.04167
0.005654,0.98925,0.73256,1.00000,0.83929,0.83582,0.26829,0.00992,0.42708
0.005654,0.64516,0.12791,0.65217,0.71429,0.83582,0.73171,0.01121,0.04167
0.071931,0.76344,0.17209,0.76087,0.60714,0.83582,0.43902,0.02987,0.10417
0.049186,0.90323,0.01860,0.96739,0.60714,1.00000,0.68293,0.01871,0.11458
0.016018,0.41935,0.21163,0.41304,0.89286,0.83582,0.90244,0.00219,0.01042
0.000000,0.68817,0.49302,0.69565,0.71429,0.67164,0.73171,0.00131,0.03125
0.020530,0.90323,0.27209,0.96739,0.48214,0.67164,0.60976,0.00023,0.97917
0.015547,0.84946,0.26047,0.94565,0.71429,0.67164,0.73171,0.00291,0.00000
0.030539,0.87097,0.03721,0.95652,0.44643,1.00000,0.51220,0.00454,0.03125
0.001151,0.64516,0.17442,0.65217,0.60714,0.83582,0.43902,0.00098,0.41667
0.060925,0.80645,0.01395,0.81522,0.35714,0.83582,0.29268,0.04065,0.06250
0.949742,0.92473,0.01628,0.97826,0.60714,0.67164,0.68293,0.01094,0.06250
0.017869,0.84946,0.49302,0.84783,0.71429,0.83582,0.73171,0.00084,0.60417
0.687070,0.63441,0.03488,0.64130,0.71429,0.83582,0.51220,0.07516,0.05208
0.379876,0.47312,0.06744,0.47826,0.89286,0.83582,0.90244,0.01508,0.06250
0.041038,0.76344,0.20930,0.77174,0.71429,0.83582,0.63415,0.00096,0.09375
0.009540,0.89247,0.37674,0.96739,0.60714,0.67164,0.43902,0.01995,0.35417
0.031094,0.81720,0.48605,0.82609,0.60714,0.83582,0.43902,0.00562,0.37500
0.074332,0.90323,0.18140,0.96739,0.71429,0.67164,0.63415,0.00118,0.96875
0.095403,0.84946,0.29070,0.84783,0.71429,0.50746,0.82927,0.01756,0.10417
0.052739,0.97849,0.01860,0.98913,0.60714,1.00000,0.68293,0.02827,0.06250
0.008763,0.90323,0.06512,0.96739,0.71429,1.00000,0.73171,0.02058,0.92708
0.037313,0.98925,0.36047,1.00000,0.44643,1.00000,0.51220,0.00246,0.40625
0.043223,0.52688,0.11860,0.54348,0.71429,0.50746,0.63415,0.06365,0.31250
0.120137,0.69892,0.30233,0.69565,0.80357,0.83582,0.85366,0.05843,0.02083
0.068044,0.87097,0.23953,0.95652,0.60714,0.67164,0.56098,0.00020,0.97917
0.068165,0.47312,0.09767,0.46739,0.71429,0.67164,0.73171,0.01145,0.05208
0.151528,0.94624,0.10233,0.95652,0.44643,1.00000,0.51220,0.04032,0.08333
0.052699,0.87097,0.63488,0.95652,0.71429,1.00000,0.63415,0.00657,0.10417
0.065823,0.81720,0.44419,0.82609,0.71429,0.67164,0.82927,0.07779,0.01042
0.009086,0.81720,0.95581,0.82609,0.60714,0.83582,0.56098,0.00084,0.09375
0.106508,0.96774,0.30930,0.98913,0.71429,1.00000,0.73171,0.00036,0.11458
0.087993,0.95699,0.23488,0.98913,0.44643,1.00000,0.51220,0.00294,0.36458
0.062861,0.63441,0.10000,0.63043,0.83929,0.83582,0.70732,0.03445,0.02083
0.143963,0.81720,0.16977,0.82609,0.71429,1.00000,0.80488,0.00131,0.04167
0.019585,0.81720,0.62093,0.82609,0.80357,0.67164,0.85366,0.00179,0.01042
0.016961,0.86022,0.52326,0.94565,0.60714,1.00000,0.70732,0.00418,0.03125
0.030892,0.94624,0.02326,0.97826,0.71429,1.00000,0.73171,0.00275,0.38542
0.053103,0.93548,0.63023,0.97826,0.71429,1.00000,0.63415,0.00657,0.08333
0.041598,0.89247,0.09535,0.89130,0.35714,0.83582,0.29268,0.02682,0.05208
0.068577,1.00000,0.16744,1.00000,0.60714,1.00000,0.68293,0.00145,0.85417
0.040449,0.60215,0.09767,0.60870,0.60714,0.83582,0.43902,0.05724,0.60417
0.053840,0.83871,0.07674,0.83696,0.35714,0.83582,0.29268,0.04115,0.06250
0.009948,0.51613,0.27674,0.51087,0.48214,0.67164,0.36585,0.02151,0.93750
0.038282,0.94624,0.35814,0.97826,0.71429,1.00000,0.73171,0.00304,0.42708
0.039149,0.77419,0.25349,0.77174,0.48214,0.83582,0.36585,0.00184,0.08333
0.018642,0.94624,0.36744,0.97826,0.71429,1.00000,0.73171,0.00036,0.32292
0.060775,0.63441,0.10233,0.63043,0.83929,0.83582,0.70732,0.03099,0.03125
0.051128,0.83871,0.06512,0.84783,0.35714,0.83582,0.29268,0.03941,0.10417
0.029277,1.00000,0.67674,1.00000,0.83929,1.00000,0.80488,0.00036,0.31250
0.006057,0.84946,0.95116,0.94565,0.71429,1.00000,0.73171,0.00227,0.02083
0.023333,0.93548,0.40930,0.97826,0.71429,0.67164,0.63415,0.00848,0.35417
0.162605,0.92473,0.16047,0.97826,0.71429,1.00000,0.73171,0.05229,0.79167
0.049898,0.82796,0.07442,0.83696,0.35714,0.83582,0.29268,0.03446,0.03125
0.008682,0.98925,0.84186,1.00000,0.83929,1.00000,0.80488,0.00609,0.02083
0.027864,0.84946,0.34884,0.84783,0.60714,0.83582,0.56098,0.02258,0.92708
0.014087,0.05376,0.30000,0.04348,0.48214,0.83582,0.36585,0.00414,0.94792
0.032912,0.90323,0.69535,0.96739,0.83929,1.00000,0.80488,0.00562,0.05208
0.023139,0.46237,0.18140,0.46739,0.44643,0.67164,0.51220,0.00208,0.88542
0.044501,0.88172,0.32093,0.95652,0.71429,1.00000,0.73171,0.00542,0.32292
0.030085,0.76344,0.26279,0.76087,0.60714,0.83582,0.43902,0.01780,0.02083
0.070144,0.89247,0.04186,0.95652,0.71429,1.00000,0.73171,0.02340,0.08333
0.038488,0.01075,0.15814,0.00000,0.60714,0.83582,0.43902,0.00228,0.10417
0.035536,0.95699,0.39535,0.98913,0.71429,0.67164,0.19512,0.05150,0.01042
0.041069,0.87097,0.04186,0.95652,0.71429,1.00000,0.73171,0.00237,0.35417
0.201750,0.86022,0.08605,0.94565,0.00000,0.67164,0.12195,0.00537,0.07292
0.008076,0.81720,0.77209,0.82609,0.80357,0.83582,0.85366,0.00131,0.10417
0.016153,0.87097,0.25349,0.95652,0.71429,0.67164,0.73171,0.00338,0.01042
0.012922,0.86022,0.80465,0.94565,0.71429,1.00000,0.73171,0.00084,0.34375
0.034204,0.93548,0.05349,0.97826,0.44643,1.00000,0.51220,0.00351,0.42708
0.014958,0.84946,0.31395,0.84783,0.35714,0.83582,0.29268,0.00625,0.25000
0.038161,0.83871,0.21395,0.94565,0.48214,1.00000,0.36585,0.03190,0.08333
0.034002,1.00000,0.01395,1.00000,0.71429,1.00000,0.73171,0.00237,0.41667
0.002292,0.03226,0.34419,0.02174,0.60714,0.67164,0.68293,0.00128,0.03125
0.017702,0.83871,0.38372,0.94565,0.71429,0.67164,0.82927,0.02298,0.01042
0.015345,1.00000,0.26047,1.00000,0.71429,0.67164,0.73171,0.00307,0.07292
0.020611,0.62366,0.26977,0.61957,0.48214,0.67164,0.19512,0.02927,0.41667
0.007471,0.26882,0.05116,0.27174,0.83929,0.67164,0.58537,0.00104,0.63542
0.024027,0.91398,0.05581,0.96739,0.48214,1.00000,0.36585,0.01231,0.32292
0.029162,0.90323,0.05349,0.96739,0.71429,1.00000,0.63415,0.00520,0.42708
0.039153,0.98925,0.24651,1.00000,0.60714,1.00000,0.68293,0.00959,0.90625
0.009355,0.97849,0.04651,1.00000,0.83929,0.67164,0.80488,0.00052,0.67708
0.137098,0.50538,0.08837,0.50000,0.60714,0.67164,0.68293,0.02957,0.05208
0.069175,0.88172,0.25349,0.95652,0.71429,1.00000,0.73171,0.00275,0.38542
0.219074,0.47312,0.07442,0.46739,0.71429,0.67164,0.73171,0.49342,0.09375
0.001040,0.52688,0.23953,0.52174,0.48214,0.83582,0.36585,0.00051,0.37500
0.034688,0.93548,0.04186,0.97826,0.71429,1.00000,0.73171,0.00304,0.40625
0.015682,0.92473,0.24884,0.97826,0.71429,0.67164,0.73171,0.00275,0.05208
0.025709,0.94624,0.35116,0.97826,0.71429,0.67164,0.73171,0.00625,0.08333
0.019787,0.81720,0.68837,0.82609,0.83929,1.00000,0.43902,0.00084,0.58333
0.029160,0.83871,0.05581,0.94565,1.00000,0.67164,0.95122,0.00112,0.07292
0.057848,0.52688,0.24186,0.52174,0.89286,0.83582,0.90244,0.00657,0.01042
0.061462,0.84946,0.04186,0.94565,0.44643,0.67164,0.51220,0.01307,0.02083
0.036142,0.92473,0.21860,0.97826,0.44643,0.83582,0.36585,0.00848,0.09375
0.053775,0.70968,0.08372,0.71739,0.71429,0.67164,0.73171,0.00004,0.11458
0.016421,0.90323,0.25581,0.96739,0.71429,0.67164,0.73171,0.00323,0.02083
0.201392,0.26882,0.06977,0.27174,0.48214,0.67164,0.60976,0.44489,0.04167
0.000202,0.68817,0.48837,0.69565,0.71429,0.67164,0.73171,0.00084,0.01042
0.080427,0.15054,0.09535,0.15217,0.00000,0.83582,0.12195,0.00503,0.07292
0.015951,0.98925,0.56744,1.00000,0.48214,1.00000,0.36585,0.00681,0.33333
0.024229,0.89247,0.26047,0.96739,0.48214,1.00000,0.48780,0.02904,0.00000
0.040455,0.55914,0.17674,0.56522,0.71429,0.67164,0.73171,0.00108,0.91667
0.054112,0.81720,0.62326,0.82609,0.89286,0.83582,0.90244,0.00036,0.11458
0.200633,0.60215,0.13721,0.60870,0.71429,0.83582,0.51220,0.00179,0.59375
0.431721,0.43011,0.05116,0.43478,0.71429,1.00000,0.73171,0.00076,0.04167
0.022816,0.52688,0.25349,0.52174,0.89286,0.83582,0.90244,0.00012,0.94792
0.049226,0.90323,0.05349,0.96739,0.44643,1.00000,0.51220,0.02005,0.08333
0.017162,0.60215,0.22093,0.59783,0.83929,1.00000,0.80488,0.00099,0.03125
0.270672,0.87097,0.03488,0.86957,0.71429,0.67164,0.73171,0.01965,0.05208
0.067858,0.63441,0.05116,0.64130,0.83929,0.83582,0.70732,0.02378,0.00000
0.035284,0.55914,0.02326,0.56522,0.60714,0.67164,0.43902,0.00275,0.33333
0.048010,0.83871,0.07907,0.83696,0.35714,0.83582,0.29268,0.03298,0.07292
0.023624,0.84946,0.12791,0.84783,0.71429,0.50746,0.73171,0.05389,0.34375
0.021806,0.81720,0.20465,0.82609,0.71429,0.83582,0.51220,0.00514,0.06250
0.074707,0.02151,0.11395,0.01087,0.48214,0.83582,0.36585,0.00353,0.32292
0.024086,0.92473,0.01628,0.97826,0.48214,1.00000,0.48780,0.02487,0.03125
0.019283,0.94624,0.03953,0.97826,0.48214,1.00000,0.48780,0.02282,0.09375
0.031498,0.93548,0.11395,0.97826,0.48214,1.00000,0.60976,0.02880,0.00000
0.001236,0.60215,0.10465,0.59783,0.60714,0.83582,0.43902,0.00092,0.37500
0.032675,0.74194,0.01395,0.73913,0.71429,0.67164,0.63415,0.01438,0.39583
0.053999,0.96774,0.21163,0.98913,0.60714,1.00000,0.56098,0.00418,0.62500
0.025400,0.47312,0.09767,0.46739,0.44643,0.67164,0.51220,0.00313,0.95833
0.050064,0.58065,0.11860,0.57609,0.48214,0.67164,0.36585,0.04824,0.88542
0.059867,0.65591,0.06744,0.65217,0.71429,0.83582,0.73171,0.00127,0.40625
0.036748,0.93548,0.02558,0.97826,0.71429,1.00000,0.73171,0.00313,0.42708
0.029681,0.92473,0.14419,0.97826,0.71429,1.00000,0.73171,0.00012,0.02083
0.049468,0.83871,0.08372,0.84783,0.35714,0.83582,0.29268,0.03319,0.01042
0.076510,0.94624,0.16744,0.94565,0.60714,1.00000,0.56098,0.00480,0.61458
0.028066,0.81720,0.34651,0.82609,0.71429,0.83582,0.73171,0.00848,0.58333
0.027965,0.84946,0.28605,0.94565,0.71429,1.00000,0.63415,0.00155,0.03125
0.024179,0.76344,0.20698,0.76087,0.71429,0.83582,0.73171,0.00155,0.93750
0.031902,0.93548,0.21860,0.93478,0.71429,0.67164,0.19512,0.02886,0.07292
0.048499,0.83871,0.03488,0.94565,0.71429,1.00000,0.73171,0.00294,0.32292
0.030791,0.93548,0.08605,0.97826,0.71429,0.83582,0.19512,0.00060,0.04167
0.028201,0.95699,0.07907,0.98913,0.48214,1.00000,0.60976,0.02920,0.84375
0.021538,1.00000,0.03953,1.00000,0.48214,1.00000,0.48780,0.02314,0.08333
0.012652,0.96774,0.35814,0.97826,0.60714,0.67164,0.68293,0.01070,0.04167
0.079313,0.20430,0.05814,0.19565,0.80357,0.67164,0.85366,0.11312,0.06250
0.021201,0.88172,0.15581,0.95652,0.71429,0.67164,0.73171,0.00514,0.05208
0.053068,0.83871,0.04884,0.84783,0.35714,0.83582,0.29268,0.04803,0.08333
0.119935,0.81720,0.34651,0.82609,0.44643,1.00000,0.63415,0.13944,0.07292
0.049872,0.90323,0.08372,0.96739,0.71429,0.67164,0.63415,0.01326,0.97917
0.024964,0.55914,0.18140,0.56522,0.71429,0.50746,0.63415,0.00069,0.57292
0.059665,0.68817,0.27209,0.69565,0.89286,0.83582,0.90244,0.00203,0.39583
0.044945,0.96774,0.01860,0.98913,0.60714,1.00000,0.68293,0.02818,0.00000
0.024431,0.98925,0.58605,1.00000,0.48214,0.83582,0.36585,0.01231,0.10417
0.045349,0.90323,0.02326,0.96739,0.71429,1.00000,0.73171,0.00246,0.38542
0.056131,1.00000,0.02093,1.00000,0.60714,1.00000,0.68293,0.01881,0.05208
0.025340,0.91398,0.28372,0.96739,0.71429,1.00000,0.63415,0.00227,0.01042
0.021314,0.56989,0.18140,0.57609,0.71429,0.50746,0.63415,0.04098,0.95833
0.070921,0.53763,0.02326,0.55435,0.60714,0.83582,0.43902,0.11328,0.87500
0.037691,0.60215,0.11628,0.59783,0.71429,0.83582,0.51220,0.00976,0.40625
0.007723,0.52688,0.18372,0.52174,0.89286,0.83582,0.90244,0.00968,0.11458
0.041230,1.00000,0.02326,1.00000,0.71429,1.00000,0.73171,0.00304,0.33333
0.052973,0.98925,0.22326,1.00000,0.60714,1.00000,0.56098,0.00033,0.06250
0.053212,0.35484,0.09070,0.34783,0.48214,0.67164,0.00000,0.01132,0.08333
0.024692,0.36559,0.15116,0.35870,0.48214,0.67164,0.36585,0.02120,0.67708
0.021605,0.88172,0.04186,0.95652,0.83929,0.50746,0.70732,0.01820,0.07292
0.028793,0.58065,0.16512,0.57609,0.80357,0.83582,0.85366,0.01651,0.09375
0.023826,0.48387,0.04884,0.47826,0.16071,0.67164,0.48780,0.01221,0.00000
0.031498,0.81720,0.60698,0.82609,0.83929,1.00000,0.70732,0.00131,0.03125
0.037071,0.95699,0.02791,0.98913,0.71429,1.00000,0.73171,0.00284,0.39583
0.044511,0.06452,0.09767,0.05435,0.48214,0.67164,0.48780,0.05175,0.40625
0.006974,0.11828,0.09767,0.10870,0.48214,0.67164,0.60976,0.00396,0.08333
0.055485,0.92473,0.27907,0.97826,0.44643,1.00000,0.51220,0.00361,0.42708
0.037152,0.86022,0.02558,0.94565,0.71429,1.00000,0.73171,0.00275,0.42708
0.020040,0.76344,0.07209,0.77174,0.71429,0.67164,0.73171,0.00908,0.10417
0.100804,0.52688,0.16279,0.52174,0.89286,0.83582,0.90244,0.00131,0.01042
0.108023,0.81720,0.34186,0.82609,0.89286,0.83582,0.90244,0.00275,0.40625
0.031262,0.70968,0.08140,0.71739,0.71429,0.83582,0.73171,0.00115,0.63542
0.063683,0.51613,0.11163,0.52174,0.60714,0.67164,0.56098,0.03658,0.89583
0.020494,1.00000,0.04419,1.00000,0.71429,0.67164,0.73171,0.00084,0.97917
0.100552,0.76344,0.00233,0.77174,0.35714,0.83582,0.29268,0.09155,0.06250
0.041392,0.68817,0.27442,0.69565,0.71429,0.83582,0.51220,0.00227,0.05208
0.016961,0.97849,0.51628,0.98913,0.71429,1.00000,0.73171,0.00131,0.08333
0.026652,0.81720,0.50698,0.82609,0.89286,0.83582,0.90244,0.01756,0.05208
0.000202,0.68817,0.04186,0.68478,0.60714,0.83582,0.56098,0.00030,0.38542
0.018883,0.09677,0.07907,0.09783,0.16071,1.00000,0.36585,0.00778,0.90625
0.055439,0.60215,0.13953,0.59783,0.71429,0.67164,0.73171,0.01685,0.26042
0.012317,0.83871,0.02791,0.94565,0.71429,0.67164,0.63415,0.00060,0.94792
0.048358,0.93548,0.21395,0.97826,0.89286,0.83582,0.90244,0.00131,0.08333
0.021782,0.53763,0.17674,0.54348,0.60714,0.67164,0.68293,0.00618,0.62500
0.013932,0.94624,0.12558,0.98913,0.71429,1.00000,0.73171,0.01326,0.00000
0.029883,0.68817,0.31395,0.69565,0.60714,0.83582,0.43902,0.00251,0.02083
